GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P
ENSG00000109610,4,24791534,24802464,11,3,65967,0.61168,0.27037
ENSG00000181982,4,24807739,24981826,414,30,65967,2.3058,0.01056
ENSG00000153012,4,25000469,25032501,119,17,65967,0.12452,0.45045
ENSG00000109618,4,25121627,25162204,58,9,65967,-0.21304,0.58435
ENSG00000038210,4,25162263,25280714,296,22,65967,-1.0397,0.85076
ENSG00000168228,4,25314407,25372005,147,15,65967,0.29822,0.38277
ENSG00000053900,4,25378835,25420120,124,8,65967,1.0007,0.15849
ENSG00000157765,4,25656923,25680370,6,2,65967,1.781,0.037457
ENSG00000091490,4,25749055,25865382,178,30,65967,1.0896,0.13795
ENSG00000250317,4,25863452,25931435,164,20,65967,1.376,0.084409
ENSG00000168214,4,26165077,26436541,301,30,65967,2.0534,0.020018
ENSG00000163394,4,26483022,26492084,19,4,65967,-1.3081,0.90457
ENSG00000109680,4,26578059,26756973,115,2,65967,3.4298,0.00030202
ENSG00000109689,4,26859300,27027003,229,22,65967,1.3037,0.096165
ENSG00000250038,4,28363901,28404486,118,12,65967,1.3792,0.08391
ENSG00000169851,4,30722037,31148422,946,45,65967,2.4149,0.0078697
ENSG00000047365,4,35949843,36246131,635,43,65967,0.99627,0.15956
ENSG00000197057,4,36283244,36347378,155,24,65967,0.4534,0.32513
ENSG00000174145,4,37245842,37451087,541,47,65967,0.73885,0.23
ENSG00000154274,4,37455563,37625117,550,46,65967,0.39102,0.34789
ENSG00000181826,4,37592422,37687998,212,32,65967,0.37345,0.35441
ENSG00000169299,4,37828255,37864558,107,10,65967,1.6646,0.047997
ENSG00000065882,4,37892708,38140796,636,57,65967,1.3554,0.087644
ENSG00000250254,4,37962056,37962746,2,1,65967,-1.0292,0.84831
ENSG00000196355,4,38628029,38666430,86,13,65967,0.6897,0.24519
ENSG00000109787,4,38665817,38702663,65,14,65967,0.59568,0.2757
ENSG00000174123,4,38773860,38784611,64,10,65967,-0.54157,0.70594
ENSG00000174125,4,38792298,38858438,202,16,65967,1.4141,0.078662
ENSG00000174130,4,38825336,38858438,113,10,65967,2.1096,0.017444
ENSG00000197712,4,38869298,38947360,251,16,65967,2.2388,0.012586
ENSG00000121895,4,38968365,39034542,135,16,65967,0.6557,0.25601
ENSG00000109790,4,39046659,39128477,226,8,65967,1.2767,0.10086
ENSG00000157796,4,39184024,39287430,144,6,65967,1.1065,0.13426
ENSG00000035928,4,39289076,39367995,90,5,65967,0.82811,0.2038
ENSG00000134962,4,39408473,39453156,112,21,65967,-0.13266,0.55277
ENSG00000163682,4,39455744,39460568,19,5,65967,-0.1046,0.54165
ENSG00000121897,4,39460620,39479273,64,10,65967,0.28101,0.38935
ENSG00000109814,4,39500375,39529931,109,14,65967,0.36113,0.359
ENSG00000163683,4,39547950,39640710,173,19,65967,1.5327,0.062676
ENSG00000078140,4,39699664,39784412,199,12,65967,-0.0092909,0.50371
ENSG00000121892,4,39824483,39979576,315,21,65967,-0.71408,0.76241
ENSG00000078177,4,40058446,40159872,209,22,65967,-0.56237,0.71307
ENSG00000168421,4,40192673,40248587,100,15,65967,-0.14102,0.55607
ENSG00000174343,4,40337346,40357234,101,9,65967,-0.37884,0.6476
ENSG00000163694,4,40425272,40632892,297,41,65967,1.1673,0.12154
ENSG00000179299,4,40751914,40812002,115,12,65967,0.1992,0.42105
ENSG00000163697,4,40812044,41218731,1073,69,65967,-1.1914,0.88325
ENSG00000154277,4,41258430,41270472,42,8,65967,-0.66403,0.74666
ENSG00000064042,4,41361624,41702061,643,44,65967,-1.0655,0.85668
ENSG00000109132,4,41746099,41750987,9,2,65967,-0.046327,0.51848
ENSG00000109133,4,41937137,41962589,32,3,65967,-0.0064841,0.50259
ENSG00000182308,4,41983713,41988476,5,1,65967,1.3278,0.092121
ENSG00000014824,4,41992489,42092474,255,5,65967,1.3784,0.084042
ENSG00000188848,4,42112955,42154895,74,7,65967,1.8383,0.033007
ENSG00000178343,4,42399856,42404504,12,4,65967,2.7136,0.0033281
ENSG00000124406,4,42410390,42659122,631,27,65967,2.0215,0.021616
ENSG00000215203,4,42895284,43032675,345,28,65967,-1.5395,0.93816
ENSG00000183783,4,44175926,44450824,513,34,65967,-0.2288,0.59049
ENSG00000177752,4,44624086,44680573,179,9,65967,0.17959,0.42874
ENSG00000151806,4,44680444,44702943,30,3,65967,0.32476,0.37268
ENSG00000163281,4,44684217,44728612,77,5,65967,0.23693,0.40635
ENSG00000163285,4,46037786,46126098,180,9,65967,-1.0196,0.84605
ENSG00000151834,4,46250444,46477247,383,17,65967,1.9296,0.026826
ENSG00000170516,4,46736844,46911252,310,16,65967,0.86811,0.19267
ENSG00000109158,4,46920917,46996424,203,17,65967,-1.3861,0.91713
ENSG00000163288,4,46995740,47428461,818,48,65967,1.4484,0.073756
ENSG00000169019,4,47452885,47465736,19,4,65967,0.71243,0.2381
ENSG00000145246,4,47487305,47595503,304,26,65967,0.76825,0.22117
ENSG00000145244,4,47596015,47840123,505,21,65967,0.60411,0.27288
ENSG00000170448,4,47849257,47916653,142,11,65967,1.1187,0.13164
ENSG00000163293,4,47916159,48042188,347,18,65967,-0.010369,0.50414
ENSG00000198515,4,47937994,48018689,243,16,65967,-0.30986,0.62167
ENSG00000074966,4,48068410,48136273,138,15,65967,1.8243,0.034053
ENSG00000135605,4,48137800,48271881,426,31,65967,-0.19941,0.57903
ENSG00000109171,4,48343339,48428229,185,12,65967,1.882,0.029919
ENSG00000145248,4,48485360,48491213,11,2,65967,3.3099,0.00046665
ENSG00000182223,4,48492269,48496406,10,3,65967,2.6852,0.0036239
ENSG00000075539,4,48499378,48782339,231,11,65967,1.1571,0.12361
ENSG00000109180,4,48807229,48863834,46,5,65967,0.53088,0.29775
ENSG00000145247,4,48887036,48908954,22,4,65967,-0.15329,0.56092
ENSG00000109182,4,48988264,49064098,72,3,65967,0.50629,0.30633
ENSG00000109184,4,52709166,52783003,54,2,65967,0.090674,0.46388
ENSG00000188993,4,52859868,52883786,15,3,65967,0.22629,0.41049
ENSG00000163069,4,52886872,52904648,15,2,65967,0.63177,0.26377
ENSG00000163071,4,52917497,52963458,67,7,65967,0.6423,0.26034
ENSG00000109189,4,53457138,53525502,53,1,65967,1.3799,0.083805
ENSG00000226887,4,53588785,53617807,30,1,65967,1.4532,0.073079
ENSG00000128045,4,53728457,53733000,11,3,65967,1.3846,0.083081
ENSG00000184178,4,53739149,54232242,800,41,65967,1.2913,0.098304
ENSG00000145216,4,54243810,55161439,2040,104,65967,2.3161,0.010275
ENSG00000072201,4,54325468,54567572,661,43,65967,2.2492,0.012249
ENSG00000109220,4,54875956,54930857,38,2,65967,0.23108,0.40863
ENSG00000180613,4,54965690,54968672,7,1,65967,2.6766,0.003719
ENSG00000134853,4,55095264,55164414,104,5,65967,-0.14898,0.55921
ENSG00000157404,4,55524085,55606881,142,17,65967,1.1931,0.11641
ENSG00000128052,4,55944644,55991756,53,7,65967,-0.30794,0.62094
ENSG00000128039,4,56212276,56239263,59,9,65967,1.1163,0.13215
ENSG00000134851,4,56262124,56319564,135,11,65967,1.5804,0.05701
ENSG00000134852,4,56294070,56413305,377,11,65967,1.3724,0.084972
ENSG00000163440,4,56422692,56458379,104,8,65967,1.3239,0.09276
ENSG00000109255,4,56461396,56502865,102,10,65967,-0.20509,0.58125
ENSG00000090989,4,56719782,56771200,89,12,65967,0.81925,0.20632
ENSG00000174799,4,56815037,56899529,146,16,65967,0.85624,0.19593
ENSG00000109265,4,57036361,57194791,334,42,65967,1.6197,0.052646
ENSG00000157426,4,57204456,57253666,123,12,65967,-0.55275,0.70978
ENSG00000128059,4,57259528,57301781,85,10,65967,-0.073921,0.52946
ENSG00000268171,4,57276682,57277131,1,1,65967,-1.0718,0.8581
ENSG00000128050,4,57301907,57327534,50,6,65967,0.4751,0.31736
ENSG00000174780,4,57333081,57369839,89,8,65967,0.44255,0.32905
ENSG00000196503,4,57371509,57390614,36,6,65967,0.55522,0.28937
ENSG00000249693,4,57396775,57469673,127,16,65967,1.3338,0.091133
ENSG00000171476,4,57514155,57548065,79,11,65967,-0.28533,0.61231
ENSG00000128040,4,57676026,57687908,26,7,65967,2.5353,0.0056172
ENSG00000084093,4,57774075,57802010,58,9,65967,-0.32549,0.62759
ENSG00000084092,4,57829536,57844989,42,10,65967,0.44045,0.32981
ENSG00000047315,4,57843888,57897334,149,18,65967,-0.8689,0.80755
ENSG00000163453,4,57896939,57976551,367,42,65967,-2.1697,0.98498
ENSG00000150471,4,62066976,62944053,1416,96,65967,4.1694,1.527e-05
ENSG00000205678,4,65140975,65275186,363,10,65967,1.1608,0.12286
ENSG00000145242,4,66185281,66536213,1083,55,65967,3.7516,8.7868e-05
ENSG00000145241,4,68337521,68411324,195,11,65967,-0.55706,0.71126
ENSG00000035720,4,68424446,68473055,157,19,65967,-1.1014,0.86463
ENSG00000033178,4,68478370,68566897,199,8,65967,2.197,0.014009
ENSG00000109163,4,68605046,68620078,26,3,65967,2.6695,0.0037981
ENSG00000153802,4,68686594,68749750,113,13,65967,1.2933,0.09796
ENSG00000187054,4,68775103,68829858,132,16,65967,0.095873,0.46181
ENSG00000198092,4,68918916,68995598,148,7,65967,0.19429,0.42298
ENSG00000226894,4,69054242,69083798,45,2,65967,0.16273,0.43536
ENSG00000185873,4,69092371,69111438,18,1,65967,0.49542,0.31015
ENSG00000171234,4,69917081,69978705,317,8,65967,-0.16444,0.56531
ENSG00000213759,4,70065669,70080449,35,7,65967,-0.14432,0.55738
ENSG00000156096,4,70345883,70391732,181,9,65967,0.19965,0.42088
ENSG00000271271,4,70454135,70505360,194,16,65967,0.35045,0.363
ENSG00000173610,4,70454135,70518965,235,19,65967,0.25558,0.39914
ENSG00000270386,4,70454912,70518967,234,18,65967,0.24869,0.4018
ENSG00000173597,4,70586880,70653679,163,15,65967,0.24328,0.40389
ENSG00000109193,4,70676498,70725870,123,16,65967,0.89841,0.18448
ENSG00000126545,4,70796799,70812289,29,6,65967,0.12076,0.45194
ENSG00000135222,4,70820974,70826725,12,3,65967,-0.08552,0.53408
ENSG00000126549,4,70861647,70868287,8,3,65967,0.46826,0.3198
ENSG00000205649,4,70894130,70902255,16,3,65967,0.72856,0.23313
ENSG00000126550,4,70916119,70924562,22,4,65967,0.20319,0.41949
ENSG00000187533,4,70999333,71042516,113,12,65967,-0.10639,0.54236
ENSG00000109205,4,71062213,71070293,21,3,65967,-0.99775,0.8408
ENSG00000181617,4,71091788,71100969,14,4,65967,0.094553,0.46234
ENSG00000171209,4,71108305,71117145,66,5,65967,-0.020408,0.50814
ENSG00000145309,4,71200683,71202833,6,2,65967,-0.70289,0.75894
ENSG00000109208,4,71226478,71232875,39,9,65967,-0.54483,0.70706
ENSG00000171201,4,71235810,71255961,93,9,65967,-0.84972,0.80226
ENSG00000171199,4,71263599,71275911,39,8,65967,-0.88434,0.81174
ENSG00000171195,4,71296209,71348714,177,17,65967,-0.30309,0.61909
ENSG00000187689,4,71384257,71398459,71,7,65967,0.62612,0.26562
ENSG00000132464,4,71494461,71552533,40,4,65967,-0.71357,0.76225
ENSG00000132465,4,71521258,71547534,10,2,65967,-0.70325,0.75905
ENSG00000018189,4,71569921,71673032,181,4,65967,-1.2109,0.88703
ENSG00000132463,4,71681499,71705662,32,2,65967,-1.3471,0.91103
ENSG00000173542,4,71768043,71888166,87,4,65967,-0.0085503,0.50341
ENSG00000156136,4,71858255,71896631,29,2,65967,0.38013,0.35192
ENSG00000080493,4,72053003,72437804,467,26,65967,1.1276,0.12975
ENSG00000145321,4,72607410,72669758,114,13,65967,0.3307,0.37043
ENSG00000056291,4,72897521,73013784,169,9,65967,0.37108,0.35529
ENSG00000156140,4,73146686,73434516,369,15,65967,1.1283,0.12961
ENSG00000163626,4,73921797,73935472,10,3,65967,2.5298,0.0057065
ENSG00000132466,4,73939093,74124515,79,8,65967,2.5405,0.0055341
ENSG00000163631,4,74262831,74287129,37,4,65967,0.0070705,0.49718
ENSG00000081051,4,74296855,74321891,40,5,65967,0.81548,0.2074
ENSG00000079557,4,74347400,74369691,27,2,65967,0.73677,0.23063
ENSG00000169435,4,74437267,74486348,110,7,65967,0.93066,0.17601
ENSG00000169429,4,74606223,74609433,4,1,65967,-0.56828,0.71508
ENSG00000124875,4,74702214,74714781,12,3,65967,-0.31211,0.62252
ENSG00000109272,4,74718906,74719872,1,1,65967,0.7228,0.2349
ENSG00000163739,4,74735110,74736959,5,2,65967,0.9117,0.18096
ENSG00000163737,4,74846794,74847841,2,1,65967,1.5788,0.057195
ENSG00000163735,4,74861359,74864496,2,1,65967,1.1057,0.13444
ENSG00000163734,4,74902306,74904524,1,1,65967,-0.44517,0.6719
ENSG00000081041,4,74962752,74965010,1,1,65967,0.43275,0.3326
ENSG00000163738,4,74979891,75168816,145,7,65967,-0.28572,0.61245
ENSG00000269559,4,75023327,75024085,1,1,65967,0.96809,0.1665
ENSG00000124882,4,75230860,75254468,59,4,65967,0.9335,0.17528
ENSG00000174808,4,75669969,75719896,170,11,65967,2.2567,0.012014
ENSG00000169116,4,75858305,75975325,130,11,65967,-1.5009,0.93331
ENSG00000163743,4,76404247,76439974,68,7,65967,2.1678,0.015087
ENSG00000174796,4,76439156,76475683,62,9,65967,1.7878,0.036906
ENSG00000174792,4,76481258,76491095,25,5,65967,0.19672,0.42202
ENSG00000138769,4,76503215,76555900,106,9,65967,-1.7418,0.95923
ENSG00000138757,4,76567966,76649709,178,15,65967,-1.5538,0.93989
ENSG00000138768,4,76649777,76735382,162,10,65967,-0.07368,0.52937
ENSG00000156194,4,76781020,76823724,53,6,65967,0.11912,0.45259
ENSG00000138744,4,76831809,76862204,128,11,65967,0.28239,0.38882
ENSG00000198301,4,76862103,76912115,85,10,65967,0.091476,0.46356
ENSG00000268788,4,76871883,76878526,10,3,65967,-0.090505,0.53606
ENSG00000138755,4,76922428,76928641,8,3,65967,-0.039638,0.51581
ENSG00000156219,4,76932337,77033955,517,17,65967,0.41811,0.33793
ENSG00000169245,4,76942273,76944650,7,1,65967,0.22447,0.4112
ENSG00000169248,4,76954835,76962568,47,3,65967,0.17728,0.42965
ENSG00000138750,4,77035812,77069668,209,7,65967,1.1953,0.11599
ENSG00000138760,4,77079890,77135046,145,10,65967,1.9959,0.02297
ENSG00000189157,4,77135193,77204933,313,20,65967,2.5807,0.0049294
ENSG00000272414,4,77172874,77232282,213,16,65967,2.3121,0.010386
ENSG00000118804,4,77172886,77232752,215,16,65967,2.3265,0.0099953
ENSG00000163749,4,77234154,77343021,145,11,65967,2.1105,0.017406
ENSG00000138771,4,77356253,77704406,839,46,65967,0.74366,0.22854
ENSG00000186212,4,77816082,77819002,6,2,65967,1.6081,0.053907
ENSG00000138758,4,77870856,77961537,175,12,65967,-0.51672,0.69732
ENSG00000118816,4,77968311,77997158,29,5,65967,-1.7845,0.96283
ENSG00000138764,4,78078304,78354542,1266,19,65967,1.6889,0.045618
ENSG00000156234,4,78432907,78532988,100,13,65967,-0.030997,0.51236
ENSG00000138767,4,78634541,78740769,144,12,65967,-0.92453,0.8224
ENSG00000169288,4,78783674,78873944,173,12,65967,-0.31175,0.62238
ENSG00000138759,4,78978724,79465423,1409,40,65967,0.93581,0.17468
ENSG00000138772,4,79472673,79531597,99,10,65967,-0.82055,0.79405
ENSG00000138756,4,79697496,79837526,146,3,65967,-1.2072,0.88633
ENSG00000163291,4,79808281,79860592,115,4,65967,-1.3789,0.91604
ENSG00000156269,4,80146848,80247204,154,14,65967,1.4001,0.080748
ENSG00000196475,4,80327508,80329372,1,1,65967,-0.49727,0.6905
ENSG00000163297,4,80822303,81046608,420,23,65967,-0.97279,0.83467
ENSG00000152784,4,81105033,81125483,49,7,65967,1.6801,0.046467
ENSG00000138675,4,81187753,81257834,132,14,65967,1.6638,0.048078
ENSG00000197826,4,81256874,81884910,880,21,65967,1.3026,0.09635
ENSG00000152785,4,81952119,81978685,47,6,65967,0.90666,0.18229
ENSG00000138669,4,82009837,82136218,250,13,65967,1.4449,0.074246
ENSG00000138670,4,82347547,82965397,1592,69,65967,-0.25749,0.6016
ENSG00000138668,4,83273651,83295656,39,4,65967,2.1555,0.015561
ENSG00000152795,4,83343717,83351294,21,4,65967,0.54579,0.2926
ENSG00000145293,4,83351715,83382244,36,7,65967,-0.59498,0.72407
ENSG00000249242,4,83404323,83483510,100,15,65967,-0.1812,0.57189
ENSG00000145284,4,83550692,83720010,661,44,65967,0.16116,0.43598
ENSG00000138674,4,83739814,83822319,153,7,65967,1.2664,0.10269
ENSG00000168152,4,83821837,83841122,28,3,65967,1.6726,0.047208
ENSG00000189308,4,83831126,83934079,173,7,65967,1.8148,0.034775
ENSG00000138663,4,83955600,83996971,24,3,65967,1.6168,0.052961
ENSG00000145287,4,84011201,84058228,54,8,65967,-0.17727,0.57035
ENSG00000173085,4,84182689,84206067,38,5,65967,-0.54898,0.70849
ENSG00000173083,4,84213614,84256306,77,4,65967,-0.085877,0.53422
ENSG00000163312,4,84328496,84377009,61,6,65967,-0.81826,0.7934
ENSG00000163319,4,84377085,84390888,25,3,65967,-0.66687,0.74757
ENSG00000163322,4,84382092,84444501,153,6,65967,0.16708,0.43366
ENSG00000138678,4,84457067,84527028,125,8,65967,2.3777,0.0087102
ENSG00000163623,4,85413140,85419603,3,1,65967,0.88647,0.18768
ENSG00000163624,4,85504132,85572491,86,9,65967,1.6154,0.053117
ENSG00000163625,4,85590704,85887544,231,16,65967,1.0581,0.14501
ENSG00000138639,4,86396267,86923823,1176,55,65967,0.37722,0.35301
ENSG00000109339,4,86936276,87515284,1264,40,65967,1.5932,0.055558
ENSG00000163629,4,87515468,87736324,470,9,65967,0.15758,0.4374
ENSG00000145283,4,87744621,87770416,24,5,65967,-0.027767,0.51108
ENSG00000163633,4,87797358,87857354,118,11,65967,2.1096,0.017447
ENSG00000172493,4,87856154,88062206,347,21,65967,1.8064,0.035431
ENSG00000145332,4,88081255,88161466,138,17,65967,1.6094,0.053769
ENSG00000170509,4,88224941,88244058,50,10,65967,0.92137,0.17843
ENSG00000198189,4,88257762,88312538,165,15,65967,1.003,0.15794
ENSG00000170502,4,88343734,88380606,72,9,65967,0.035727,0.48575
ENSG00000152583,4,88394487,88452213,165,11,65967,-0.69824,0.75749
ENSG00000152591,4,88529681,88538062,13,3,65967,0.57924,0.28121
ENSG00000152592,4,88571459,88585513,26,5,65967,-1.3986,0.91903
ENSG00000029559,4,88720733,88733074,29,6,65967,-0.067084,0.52674
ENSG00000152595,4,88742563,88767969,83,13,65967,0.89371,0.18574
ENSG00000118785,4,88896819,88904562,17,5,65967,0.47324,0.31802
ENSG00000118762,4,88928820,88998929,130,19,65967,-0.71928,0.76401
ENSG00000118777,4,89011416,89152474,352,32,65967,0.13855,0.4449
ENSG00000163644,4,89178772,89205921,22,3,65967,-0.40716,0.65806
ENSG00000138642,4,89299891,89364263,14,2,65967,1.0297,0.15157
ENSG00000138646,4,89378268,89427314,15,3,65967,1.7765,0.037824
ENSG00000138641,4,89442199,89629693,315,18,65967,-1.235,0.89158
ENSG00000177432,4,89617066,89619386,3,2,65967,-1.1093,0.86635
ENSG00000138640,4,89647106,90032549,1021,37,65967,-0.6498,0.74209
ENSG00000180346,4,90033968,90036050,4,1,65967,-0.54283,0.70637
ENSG00000185477,4,90157537,90229161,139,18,65967,-0.48511,0.6862
ENSG00000145335,4,90645250,90759466,295,17,65967,0.14617,0.44189
ENSG00000138722,4,90800683,90875780,120,12,65967,-0.16228,0.56446
ENSG00000184305,4,91048686,92523064,3338,119,65967,0.91112,0.18112
ENSG00000249049,4,92240185,92246457,23,3,65967,-1.3373,0.90943
ENSG00000248511,4,93218402,93225329,3,1,65967,-0.29669,0.61665
ENSG00000152208,4,93225550,94695707,2567,82,65967,1.4586,0.072339
ENSG00000172238,4,94750042,94751221,1,1,65967,0.52526,0.2997
ENSG00000163104,4,95128762,95212443,139,7,65967,0.97165,0.16561
ENSG00000163106,4,95219686,95264027,68,5,65967,1.425,0.077081
ENSG00000163110,4,95373037,95589377,383,18,65967,-1.2527,0.89484
ENSG00000138696,4,95679119,96079599,1010,37,65967,2.6034,0.0046153
ENSG00000182168,4,96083655,96470357,995,85,65967,2.4765,0.0066342
ENSG00000163114,4,96761239,96762625,1,1,65967,0.9459,0.1721
ENSG00000163116,4,98105244,99064391,1990,20,65967,-0.10824,0.5431
ENSG00000138698,4,99182535,99365012,254,5,65967,0.038701,0.48456
ENSG00000168785,4,99391518,99579780,357,35,65967,2.6587,0.003922
ENSG00000151247,4,99792835,99851788,145,16,65967,-0.27344,0.60774
ENSG00000164024,4,99916771,99983964,148,10,65967,-1.0681,0.85726
ENSG00000197894,4,99992132,100009952,77,9,65967,-2.3224,0.98989
ENSG00000198099,4,100044808,100078949,183,6,65967,-1.7522,0.96013
ENSG00000172955,4,100123795,100140694,30,6,65967,-1.839,0.96704
ENSG00000187758,4,100197524,100212185,30,7,65967,-1.3836,0.91676
ENSG00000196616,4,100226121,100242558,36,9,65967,-1.7977,0.96389
ENSG00000196344,4,100333418,100356894,60,15,65967,-0.89495,0.81459
ENSG00000138813,4,100432161,100463460,127,19,65967,-0.31942,0.62529
ENSG00000145331,4,100467866,100485189,59,9,65967,-0.11991,0.54772
ENSG00000138823,4,100484918,100545156,234,23,65967,0.060686,0.4758
ENSG00000248713,4,100557686,100575805,49,10,65967,-0.34399,0.63457
ENSG00000070190,4,100737990,100791311,162,19,65967,1.9273,0.026968
ENSG00000109270,4,100799493,100815647,18,4,65967,1.7834,0.037265
ENSG00000164031,4,100817405,100867883,56,9,65967,1.9064,0.028297
ENSG00000164032,4,100869243,100871545,5,2,65967,2.6106,0.004519
ENSG00000145358,4,101107027,101111939,26,6,65967,2.8666,0.0020745
ENSG00000164035,4,101316498,101801283,1402,44,65967,0.96786,0.16656
ENSG00000138814,4,101944566,102269435,595,35,65967,1.8628,0.031244
ENSG00000254531,4,102268937,102270040,1,1,65967,0.71017,0.2388
